qualifying_name,fips,census_tract,total_population,population_density,area,white,black,am_indian,asian,pac_isl,other_race,two_more_races,below_hs,hs_degree,some_college,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,unemployment_rate,hhs_less_10k,hhs_10k_14999,hhs_15k_19999,hhs_20k_24999,hhs_25k_29999,hhs_30k_34999,hhs_35k_39999,hhs_40k_44999,hhs_45k_49999,hhs_50k_59999,hhs_60k_74999,hhs_75k_99999,hhs_100k_124999,hhs_125k_149999,hhs_150k_199999,hhs_200k_more,med_family_income,med_nonfamily_income,hhs_with_no_earnings,hhs_capital_income,hhs_social_security,hhs_ssi,hhs_public_assistance_income,hhs_retirement_income,renter_occupied_units,owner_occupied_units,10_less_commute,% Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over: Worked At Home_1,Workers 16 Years and Over: Did Not Work At Home: 90 or More Minutes,Workers 16 Years and Over: Did Not Work At Home: 60 to 89 Minutes,Workers 16 Years and Over: Did Not Work At Home: 40 to 59 Minutes,Workers 16 Years and Over: Did Not Work At Home: 30 to 39 Minutes,Workers 16 Years and Over: Did Not Work At Home: 20 to 29 Minutes,Workers 16 Years and Over: Did Not Work At Home: 10 to 19 Minutes,Workers 16 Years and Over: Did Not Work At Home: Less than 10 Minutes,Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over:_1,no_commute
"Block Group 1, Census Tract 63, Multnomah County, Oregon",410510063001,6300,1972,1491.976,1.32173701190894,84.53,0.61,0,5.43,0.71,0.51,8.22,0.71,6.6,15.84,37.97,20.71,13.6,4.57,6.4,0.76,3.42,3.04,1.71,7.78,1.52,0.76,2.28,4.74,3.98,2.09,5.5,13.47,11.2,9.87,27.89,122083,51250,16.7,42.31,32.26,1.9,2.09,15.56,11.01,88.99,17.52,87.5,107,0,15,19,134,189,242,150,749,856,12.5
"Block Group 2, Census Tract 63, Multnomah County, Oregon",410510063002,6300,1702,1228.429,1.38550912204999,83.96,1.29,0.24,4.82,0.47,2.35,6.87,1.05,1.28,15.21,35.08,24.85,15.45,7.08,6.78,1.14,1.14,0,0.69,0.92,1.83,0,3.66,0,5.72,2.97,12.59,7.09,5.03,10.98,46.22,175156,75417,6.41,63.62,26.54,1.37,0,24.03,5.72,94.28,22.26,87.69,99,7,5,31,61,235,187,179,705,804,12.31
"Block Group 3, Census Tract 63, Multnomah County, Oregon",410510063003,6300,1490,3512.635,0.424183046407937,84.63,0,0,6.91,0,2.82,5.64,2.24,5.13,30.24,30.98,19.23,8.12,4.06,13.08,4.41,1.63,1.63,0,1.47,2.61,5.07,2.78,2.61,12.58,13.07,18.46,13.07,3.27,8.33,8.99,78409,58448,10.62,35.95,18.63,2.94,1.8,11.6,29.08,70.92,9.32,98.85,9,0,17,65,162,222,235,73,774,783,1.15
"Block Group 1, Census Tract 64.02, Multnomah County, Oregon",410510064021,6402,3146,3599.58,0.873990921965662,90.97,0,0,2.26,0,2,4.77,1.22,6.04,18.61,38.26,14.29,18.3,3.29,2.93,0,0,2.88,1.57,0,2.09,0,1.22,0,6.71,3.84,9.85,20.4,11.6,14.65,25.2,125859,102550,5.49,42.37,19.79,2.44,1.39,18.31,6.63,93.37,10.41,94.16,115,0,32,84,268,787,479,205,1855,1970,5.84
"Block Group 2, Census Tract 64.02, Multnomah County, Oregon",410510064022,6402,2541,1861.237,1.36522099716292,89.22,0,0.67,3.54,0,0,6.57,1.52,5.29,24.48,38.6,17.84,8.72,3.55,3.98,4.03,0,0,0,1.74,1.74,1.42,1.42,1.85,1.63,9.48,16.34,9.04,10.68,15.36,25.27,132500,88015,8.71,48.58,16.01,4.47,1.63,11.76,11.76,88.24,5.92,90.67,126,0,6,233,232,394,280,80,1225,1351,9.33
"Block Group 1, Census Tract 64.03, Multnomah County, Oregon",410510064031,6403,835,4109.108,0.203207119106343,92.46,0,0,2.4,0,0,5.15,3.34,13.68,22.49,38.15,19.76,1.06,1.52,5.15,5.85,7.6,2.63,2.92,0,0,3.22,2.92,0,1.17,7.31,9.94,20.18,13.45,11.4,11.4,102292,NA,14.04,51.75,20.76,3.22,4.97,14.62,15.79,84.21,3.18,94.94,27,0,12,20,190,161,107,17,507,534,5.06
"Block Group 2, Census Tract 64.03, Multnomah County, Oregon",410510064032,6403,2204,6595.402,0.334172204658863,71.96,21.1,0.45,2.59,0,0,3.9,5.27,12.42,38.56,29.52,11.83,1.56,0.85,6.53,5.49,3.05,9.77,2.03,9.05,6.21,4.37,5.9,5.09,7.63,8.04,15.77,7.22,4.07,3.97,2.34,47625,35444,20.85,18.41,26.86,1.63,2.24,14.34,46.19,53.81,8.06,94.78,57,0,66,76,273,234,298,88,1035,1092,5.22
"Block Group 3, Census Tract 64.03, Multnomah County, Oregon",410510064033,6403,935,4798.859,0.194837968361243,68.98,21.82,0,4.92,0,0,4.28,3.75,10.75,39.25,30.72,13.99,0,1.54,1.32,0,9.35,5.71,10.91,14.55,4.94,2.6,6.49,0,5.71,9.87,16.1,5.97,4.42,0,3.38,41103,31607,17.92,15.84,18.18,2.6,0,8.57,57.14,42.86,5.8,98.88,5,0,14,11,66,185,141,26,443,448,1.12
"Block Group 1, Census Tract 64.04, Multnomah County, Oregon",410510064041,6404,1606,4229.433,0.379719906038175,77.52,2.8,0.31,11.89,0,2.62,4.86,2.51,5.78,21.6,33.08,20.84,8.14,8.06,5.96,0.79,0,2.65,6.09,0.53,4.64,5.56,2.25,5.7,3.31,7.81,9.8,11.13,9.93,8.21,21.59,102031,49464,17.88,40.13,37.09,2.38,0,24.24,23.05,76.95,8.2,93.3,58,0,16,100,150,183,288,71,808,866,6.7
"Block Group 2, Census Tract 64.04, Multnomah County, Oregon",410510064042,6404,1806,2623.541,0.688382726097573,84.22,1.27,0.22,9.08,0,0.66,4.54,1.45,7.58,30.39,35.35,13.85,5.44,5.93,6.74,7.56,2.78,0.78,3.33,7.67,10.11,2.11,2.33,0.56,7.56,8.56,12,10.56,3.67,8.44,12,69250,38750,18.67,40,25.11,4.67,1.11,23.89,42.56,57.44,8.51,92.72,71,47,0,42,212,120,400,83,904,975,7.28
"Block Group 1, Census Tract 65.01, Multnomah County, Oregon",410510065011,6501,2040,4640.752,0.439583889963969,87.35,0,0,4.46,0,0,8.19,1.37,5.34,32.08,25.23,22.93,8.22,4.83,3.54,0,0,4.98,1.54,0,2.02,0,4.98,3.08,7.59,12.34,11.74,15.07,10.08,12.22,14.35,104632,61042,8.19,42.82,19.69,3.2,0,13.29,16.37,83.63,2.42,85.65,154,16,0,56,298,246,277,26,919,1073,14.35
"Block Group 2, Census Tract 65.01, Multnomah County, Oregon",410510065012,6501,2089,4098.688,0.509675334403094,90.14,2.58,0.86,2.01,0,0,4.4,3.54,8.25,32.26,35.05,16.44,1.8,2.67,7.69,1.4,8.19,3.16,0,3.04,1.4,2.34,0,8.54,6.78,13.92,10.29,10.29,8.77,5.96,15.91,75905,50966,20,39.18,32.75,1.64,2.22,29.12,18.71,81.29,2.85,95.52,44,0,13,112,155,258,372,28,938,982,4.48
"Block Group 3, Census Tract 65.01, Multnomah County, Oregon",410510065013,6501,2010,4419.696,0.454782415980306,95.97,0.7,0,0.5,0,0,2.84,0,9.55,16.34,35.37,25.67,5.97,7.09,5.92,0,3.9,5.92,1.73,0,1.73,0,0,2.31,6.64,4.76,18.9,11.83,6.2,14,22.08,105671,NA,9.96,51.52,31.75,0,3.9,19.62,4.18,95.82,9,85.25,136,28,15,76,136,190,258,83,786,922,14.75
"Block Group 1, Census Tract 65.02, Multnomah County, Oregon",410510065021,6502,2487,5878.493,0.423067597224389,86.81,1.49,0.48,6.92,0,0.68,3.62,1.04,5.13,28.65,37.93,17.2,6.58,3.47,4.64,8.54,2.23,0,5.31,5.46,3.92,7.69,3.92,8.31,11.46,10.77,15.69,4.85,5.92,4,1.92,55714,45029,14.15,24.69,12.23,2.15,1.08,14.69,56.31,43.69,4.99,92.33,123,0,26,113,288,459,515,80,1481,1604,7.67
"Block Group 2, Census Tract 65.02, Multnomah County, Oregon",410510065022,6502,1958,6253.294,0.313114964239217,81.97,5.57,0,5.72,0,0,6.74,4.14,6.25,33.21,27.54,18.75,5.67,4.43,9.64,8.58,9.08,0,0,3.86,2.24,5.22,3.11,5.85,9.83,2.61,18.91,20.65,6.97,0,3.11,74643,43750,7.46,32.59,18.91,0,2.11,10.82,46.27,53.73,1.7,95.97,45,12,115,159,247,126,393,19,1071,1116,4.03
"Block Group 1, Census Tract 66.01, Multnomah County, Oregon",410510066011,6601,1451,3620.738,0.400747030488172,93.66,0.28,0.62,2.83,0,0,2.62,2.83,3.46,26.44,38.2,19.23,4.74,5.1,1.19,3.73,0,1.46,2.76,2.44,9.42,0,6.49,3.25,11.36,2.76,11.36,18.83,11.36,6.17,8.6,92500,55233,29.06,46.27,38.96,1.79,0.81,29.71,38.96,61.04,5.47,89.06,70,7,9,29,125,223,142,35,570,640,10.94
"Block Group 2, Census Tract 66.01, Multnomah County, Oregon",410510066012,6601,1049,5055.163,0.207510613948791,93.61,2.29,0,1.72,0,0,2.38,0.8,7.73,20.57,40.45,14.43,13.3,2.73,6.83,1.53,0,0,2.61,1.74,0,0,1.74,1.53,5.45,18.08,4.79,13.07,17.65,23.31,8.5,124583,81071,6.54,46.84,27.45,1.96,1.53,29.41,6.1,93.9,3.39,85.62,89,7,17,88,64,157,176,21,530,619,14.38
"Block Group 1, Census Tract 66.02, Multnomah County, Oregon",410510066021,6602,1006,4144.383,0.242738190292774,91.25,1.59,0,0,0,0,7.16,4.16,21.74,29.93,25.5,16.51,2.15,0,3.23,0,0,7.76,10.5,6.39,6.16,2.74,7.08,0,5.71,10.96,10.5,22.83,0,6.85,2.51,65714,NA,23.52,36.07,23.97,12.56,2.05,14.16,50.68,49.32,10.58,93.95,28,0,0,67,81,92,146,49,435,463,6.05
"Block Group 2, Census Tract 66.02, Multnomah County, Oregon",410510066022,6602,2740,8862.423,0.309170544419511,90.47,0,0.4,0.91,3.21,5,0,5.16,6.13,19.57,50.05,13.87,3.82,1.4,9.28,5.19,5.79,10.03,3.72,7.43,10.98,3.54,7.95,1.82,13.05,5.19,6.83,7.35,4.15,2.59,4.41,41203,32826,8.38,23.6,18.32,1.3,6.48,7.69,64.3,35.7,10.41,88.35,189,0,0,114,201,410,540,169,1434,1623,11.65
"Block Group 3, Census Tract 66.02, Multnomah County, Oregon",410510066023,6602,1788,4190.373,0.426692324443202,94.24,1.01,0,2.29,0,1.17,1.29,0.99,11.04,25.69,37.86,18.61,2.55,3.26,6.34,4.7,4.95,0,0,2.97,3.22,1.36,2.1,0,8.54,9.78,21.29,22.65,5.2,3.71,9.53,86585,71848,19.43,40.47,27.72,6.56,1.24,12.25,22.65,77.35,8.49,100,0,23,15,56,222,299,290,84,989,989,0
"Block Group 1, Census Tract 67.01, Multnomah County, Oregon",410510067011,6701,1916,4984.383,0.384400622705588,94.05,0,0.99,3.03,0.47,0,1.46,2.28,5.7,20.23,37.64,25.7,3.73,4.71,7.7,3.98,1.28,2.42,1.99,1,0,2.42,1.14,2.28,11.24,8.68,21.91,9.25,19.63,9.25,3.56,92824,57917,14.79,36.27,22.9,1,1.42,17.92,17.78,82.22,7.86,87.79,115,10,14,118,73,237,301,74,827,942,12.21
"Block Group 2, Census Tract 67.01, Multnomah County, Oregon",410510067012,6701,1508,4569.516,0.330013112029863,78.91,2.32,0.6,4.77,0,2.79,10.61,1.17,18.22,29.71,31.24,15.08,2.33,2.24,6.2,6.78,1.23,0,7.7,7.86,4.01,4.93,2.47,6.63,7.55,3.85,5.24,14.64,12.48,12.48,2.16,60764,46389,32.2,32.97,38.98,1.08,0,30.2,50.39,49.61,14.04,89.47,78,0,14,47,122,147,229,104,663,741,10.53
"Block Group 1, Census Tract 67.02, Multnomah County, Oregon",410510067021,6702,2141,7424.09,0.288385506033233,75.85,6.21,0.56,0,0,0,17.38,5.43,17.32,29.28,27.45,15.08,3.94,1.49,15.86,10.65,9.14,5.16,7.53,7.74,5.7,2.8,8.17,1.94,3.23,10.11,10,9.78,1.29,5.81,0.97,40600,28582,15.05,21.61,19.25,4.09,7.42,9.57,69.78,30.22,4.45,93.05,64,0,55,117,107,291,246,41,857,921,6.95
"Block Group 2, Census Tract 67.02, Multnomah County, Oregon",410510067022,6702,1118,4526.472,0.246991491852472,92.22,0,0.36,6.89,0,0,0.54,0.85,9.43,29.14,28.66,21.28,5.56,5.08,6.2,0,0,1.89,0,0,0,3.79,2.74,3.58,4.63,19.37,13.47,13.47,12.84,14.11,10.11,100417,83824,15.58,59.37,36.63,0,0,33.05,3.58,96.42,13.48,84.3,92,0,28,41,123,122,101,79,494,586,15.7
"Block Group 1, Census Tract 68.01, Multnomah County, Oregon",410510068011,6801,2495,4545.792,0.548859299734207,81.8,3.57,1.04,2.2,0,4.73,6.65,9.73,7.61,12.34,35.6,21.58,9.13,4.02,11.07,9.06,7.84,2.43,1.4,1.68,3.55,8.5,1.59,2.33,3.73,6.91,11.58,3.92,6.26,5.23,24,77542,25833,26.61,37.54,32.77,9.43,4.58,19.05,40.24,59.76,13.95,87.56,141,6,7,67,115,247,392,158,992,1133,12.44
"Block Group 1, Census Tract 68.02, Multnomah County, Oregon",410510068021,6802,1770,3865.673,0.457876252708507,92.49,0,0.06,4.29,0,0,3.16,3.76,4.31,9.72,31.82,27.51,9.72,13.17,1.89,2.42,0,2.27,1.52,0.91,1.52,1.21,2.42,1.52,1.21,2.73,11.82,9.09,8.48,15.76,37.12,164750,83889,16.52,72.12,28.94,1.52,1.21,15.15,1.21,98.79,3.32,85.36,119,0,11,8,111,142,395,27,694,813,14.64
"Block Group 2, Census Tract 68.02, Multnomah County, Oregon",410510068022,6802,1632,4061.992,0.401773290069298,94.73,0,0,2.21,0,0,3.06,3.3,7.35,18.85,31.95,24.94,2.79,10.82,10.34,6.71,5.7,2.15,6.08,4.94,0.76,8.35,7.72,1.39,4.81,3.29,15.44,3.67,9.37,11.77,7.85,66563,35625,20.25,45.19,20.89,5.95,3.42,11.9,35.7,64.3,8.39,89.74,82,0,0,82,118,257,193,67,717,799,10.26
"Block Group 1, Census Tract 69, Multnomah County, Oregon",410510069001,6900,1604,1531.262,1.04750176448694,88.28,0.44,0,6.73,0,1.06,3.49,1.43,5.63,25.82,36.59,19.34,5.97,5.21,1.05,1.42,0.95,1.58,3.15,0,2.68,1.1,0,0,1.42,9.94,6.31,10.41,10.25,11.83,38.96,158889,126818,11.99,37.7,23.03,1.26,0,14.98,10.41,89.59,6.52,81.09,177,25,22,0,72,191,388,61,759,936,18.91
"Block Group 2, Census Tract 69, Multnomah County, Oregon",410510069002,6900,1309,1676.743,0.780680064926942,87.78,0.08,0,6.04,0,0.76,5.35,1.95,5.06,7.82,42.3,25.98,12.64,4.25,5.29,3.8,0,0,0,1.9,5.7,0,0,2.53,1.05,4.01,0,8.86,9.07,24.68,38.4,173250,215750,15.4,55.27,25.74,0,1.27,16.67,8.23,91.77,2.98,92.92,38,0,0,19,37,132,295,16,499,537,7.08
"Block Group 1, Census Tract 70, Multnomah County, Oregon",410510070001,7e3,1070,608.3997,1.75871239557867,87.01,0,0,2.99,0,0,10,0,5.08,12.56,27.79,23.86,22.21,8.5,2.34,0,3.61,0,0,17.16,0,0,0,0,7.45,3.39,3.16,9.71,3.61,18.51,33.41,153681,NA,21.67,51.69,32.96,3.39,0,13.77,7.22,92.78,16.93,96.39,16,0,0,31,33,157,131,75,427,443,3.61
"Block Group 2, Census Tract 70, Multnomah County, Oregon",410510070002,7e3,2512,450.1235,5.58069110744915,70.78,0,0,19.98,0,0,9.24,0.87,2.95,23.54,35.97,20.99,10.53,5.15,3.58,4.13,0,0,0,0,1.89,1.42,0,0,4.48,4.01,16.39,13.09,1.77,9.91,42.92,157400,76875,10.14,47.05,18.16,0,3.3,20.99,15.92,84.08,1.76,89.84,127,0,34,52,189,438,388,22,1123,1250,10.16
"Block Group 3, Census Tract 70, Multnomah County, Oregon",410510070003,7e3,851,160.8318,5.29124150382164,92.36,2,0,5.64,0,0,0,6.43,7.14,30.29,25.43,21,7.14,2.57,3.52,9.51,0,0,0,0,0,5.48,5.48,0,0,9.51,4.03,12.68,5.19,9.51,38.62,139097,44605,23.05,63.11,27.67,0,0,22.19,4.61,95.39,3.65,86.05,65,0,19,19,152,73,121,17,401,466,13.95
"Block Group 4, Census Tract 70, Multnomah County, Oregon",410510070004,7e3,3994,4067.458,0.981940070764807,77.87,1.5,0,13.47,0.43,1.83,4.91,0.97,6.49,16.05,38.4,24.9,6.22,6.97,5.81,1.91,1.02,1.98,3.32,2.17,0,2.1,2.36,3.25,1.98,6.44,9.5,10.84,10.14,16.01,26.98,127149,88712,15.69,52.49,18.88,3.32,1.28,16.07,30.99,69.01,0.86,89.65,205,11,57,153,414,621,502,17,1775,1980,10.35
"Block Group 1, Census Tract 71, Multnomah County, Oregon",410510071001,7100,1871,65.18225,28.704132992122,92.36,0,0.8,4.22,0,1.5,1.12,5.04,15.89,31.59,31.46,6.78,8.01,1.23,5.05,7.38,2.75,5.25,2.5,2.75,4.75,2,2.12,1.12,3,10.62,12.12,7.38,12.38,4.88,19,90222,33750,26.12,43.62,33.75,6.12,0.88,23.62,13.5,86.5,0.81,84.81,132,0,0,214,184,223,109,7,737,869,15.19
"Block Group 2, Census Tract 71, Multnomah County, Oregon",410510071002,7100,672,30.97646,21.6938920180325,91.82,0,0,0,0,0,8.18,8.59,15.65,40.08,24.24,9.54,0,1.91,2.42,0,7.21,3.28,0,0,3.28,19.67,2.62,0,8.2,12.13,10.49,11.48,8.52,6.56,6.56,70875,41250,34.43,47.87,38.03,0,3.61,31.8,28.52,71.48,16.1,84.83,49,0,20,15,48,101,38,52,274,323,15.17
"Block Group 1, Census Tract 72.01, Multnomah County, Oregon",410510072011,7201,1109,632.9556,1.75209769311672,85.39,4.69,0.9,1.26,0,1.17,6.58,13.69,22.78,36.8,17.85,6.79,2.08,0,8.51,7.16,9.25,11.87,18.5,1.75,0,0,5.76,9.77,5.24,5.41,15.18,6.28,0.87,1.22,1.75,42125,22047,23.04,11.87,49.04,3.49,9.25,15.53,4.36,95.64,10.09,98.17,10,21,18,34,131,77,199,55,535,545,1.83
"Block Group 2, Census Tract 72.01, Multnomah County, Oregon",410510072012,7201,882,2552.625,0.345526697420992,95.35,1.02,0,1.93,0,1.7,0,2.86,19.82,34.25,27.84,8.71,4.47,2.06,2.82,9.86,4.31,3.24,5.39,8.63,1.85,3.39,2,1.54,0.92,6.32,13.71,14.33,5.86,15.87,2.77,78920,44135,24.65,32.2,37.29,3.39,0,13.56,25.12,74.88,18.4,87.8,61,13,32,45,83,110,64,92,439,500,12.2
"Block Group 1, Census Tract 72.02, Multnomah County, Oregon",410510072021,7202,3216,319.1712,10.0760976498733,56.65,19.65,0.53,12.44,0.34,4.6,5.78,13.03,22.35,38.46,19.19,5.99,0.46,0.51,3.88,1.07,2.79,3.78,1.64,3.62,4.11,4.6,5.09,2.14,14.13,16.35,18.16,13.72,4.68,3.04,1.07,61979,45893,14.05,21.04,35.41,3.94,4.03,22.43,32.29,67.71,4.44,92.24,138,7,42,293,377,469,374,79,1641,1779,7.76
"Block Group 1, Census Tract 73, Multnomah County, Oregon",410510073001,7300,1506,156.9034,9.5982606869221,65.01,14.01,1.33,1.66,3.19,7.24,7.57,20.67,35.54,34.8,6.37,2.61,0,0,7.07,2.49,4.98,7.96,2.49,11.94,5.97,14.43,9.95,2.49,9.45,9.45,13.93,1.99,0,2.49,0,39875,36382,11.44,18.91,30.35,2.49,2.49,9.45,59.2,40.8,23.85,92.24,27,13,4,67,33,84,37,83,321,348,7.76
"Block Group 1, Census Tract 74, Multnomah County, Oregon",410510074001,7400,1259,5053.741,0.249122389756246,55.68,24.15,3.18,0.48,0,5.4,11.12,26.26,16.71,35.94,14.06,6.1,0.93,0,17.46,15.44,16.63,2.14,7.6,8.08,6.41,16.86,0,0,4.28,7.84,3.09,8.55,0,3.09,0,30069,25972,22.33,18.05,31.35,3.8,13.06,7.13,53.21,46.79,16.78,93.2,30,10,14,74,67,66,106,74,411,441,6.8
"Block Group 2, Census Tract 74, Multnomah County, Oregon",410510074002,7400,2736,8769.266,0.311998742851318,50.15,19.81,0.22,4.24,0.69,0.33,24.56,9.05,14.5,34.51,27.38,12.16,1.38,1.02,9.24,12.41,12.09,1.6,6.95,6.63,4.28,0.64,8.88,0,6.2,10.16,14.87,7.91,1.28,5.13,0.96,43065,16250,21.07,25.24,27.91,6.84,9.73,13.16,59.14,40.86,9.44,95.98,43,84,52,87,185,198,320,101,1027,1070,4.02
"Block Group 1, Census Tract 75, Multnomah County, Oregon",410510075001,7500,2119,7300.448,0.290256171071063,71.92,10.67,0.52,10.29,0,0,6.61,17.42,16.09,31.45,26.8,7.51,0.73,0,16.15,7.03,5.68,15.4,1.94,2.24,2.99,2.24,4.33,1.2,9.42,11.81,15.4,12.11,4.19,4.04,0,57169,NA,27.65,18.98,36.92,9.87,8.07,10.91,47.23,52.77,2.68,98.43,14,0,38,128,254,214,222,24,880,894,1.57
"Block Group 2, Census Tract 75, Multnomah County, Oregon",410510075002,7500,1132,4038.879,0.280275815949726,75,11.66,1.24,1.86,0,3.27,6.98,3.85,22.79,34.34,25.29,8.95,4.79,0,5.03,2.28,0,8.43,2.51,1.14,10.71,0,6.61,3.64,4.78,6.83,21.87,7.06,8.66,11.85,3.64,77981,70694,12.98,18.91,28.02,2.96,0,16.63,32.35,67.65,12.35,95.83,28,0,0,105,137,105,214,83,644,672,4.17
"Block Group 3, Census Tract 75, Multnomah County, Oregon",410510075003,7500,2320,8814.885,0.26319118080856,72.76,17.93,0.3,5.56,0,1.42,2.03,9.92,17.81,40.01,20.11,10.05,2.09,0,8.82,3.08,7.32,2.18,3.85,7.57,1.8,7.06,5.52,3.21,4.88,20.03,13.99,9.88,1.93,7.7,0,61463,50192,13.48,18.49,14.89,5.91,5.39,8.73,33.5,66.5,3.48,98.89,14,16,69,123,283,350,365,44,1250,1264,1.11
"Block Group 1, Census Tract 76, Multnomah County, Oregon",410510076001,7600,1028,2539.526,0.40479994501905,83.27,3.7,0,7.2,5.84,0,0,19.15,28.99,28.47,15.13,8.25,0,0,11.73,3.86,5.21,11.58,6.76,1.93,5.21,4.83,2.7,0,11,18.34,20.27,5.21,1.35,0,1.74,57647,33426,18.92,5.02,29.34,3.47,3.67,14.48,38.8,61.2,1.34,98.99,6,0,0,87,89,198,208,8,590,596,1.01
"Block Group 2, Census Tract 76, Multnomah County, Oregon",410510076002,7600,2430,11440.11,0.212410636651598,68.81,1.56,0.37,8.85,0,16.21,4.2,28.3,28.1,33.74,5.44,3.84,0.58,0,4.57,11.67,13.53,4.64,5.84,4.11,8.75,4.38,7.56,1.99,5.04,9.02,9.55,7.16,5.57,1.19,0,36146,NA,22.15,5.31,19.89,17.64,9.55,8.89,46.55,53.45,7.19,98.47,16,0,93,152,116,240,351,75,1027,1043,1.53
"Block Group 1, Census Tract 77, Multnomah County, Oregon",410510077001,7700,1032,4229.341,0.244009624755018,77.91,0.58,0.97,15.21,0,3.39,1.94,12.52,29.94,36.56,15.83,4.91,0,0.25,1.04,2.15,10.05,5.74,10.53,5.26,4.78,2.39,7.66,4.07,2.15,17.46,11.24,9.09,5.74,1.67,0,46364,29808,14.11,21.05,26.08,1.2,1.2,20.57,19.62,80.38,4.59,93.57,42,14,36,72,93,182,184,30,611,653,6.43
"Block Group 2, Census Tract 77, Multnomah County, Oregon",410510077002,7700,1284,7110.407,0.180580373345359,71.65,10.28,0.23,7.63,0,1.4,8.8,17.92,26.35,32.55,17.45,4.68,0.59,0.47,6.91,1.95,9.27,0.73,2.93,0.98,3.9,8.05,11.46,7.8,14.39,13.66,13.9,10.98,0,0,0,50750,40486,7.8,12.2,24.39,9.27,11.95,8.78,28.29,71.71,1.24,93.04,45,9,53,27,132,116,257,8,602,647,6.96
"Block Group 1, Census Tract 78, Multnomah County, Oregon",410510078001,7800,811,7171.518,0.113086238237397,51.54,6.78,0.99,18.25,3.33,15.91,3.21,18.99,18.82,42.16,15.51,4.53,0,0,8.27,18.15,2.87,4.46,8.92,3.5,3.82,6.05,5.73,0,15.92,9.87,3.5,7.32,8.6,0,1.27,41250,40982,14.33,16.24,20.06,6.37,6.05,5.73,56.05,43.95,2.15,99.05,4,3,23,33,141,79,127,9,415,419,0.95
"Block Group 2, Census Tract 78, Multnomah County, Oregon",410510078002,7800,1147,3592.325,0.319291826834719,87.27,1.05,0.7,1.57,0.35,0.7,8.37,6.64,15.82,35.39,27.9,11.71,1.57,0.97,7.83,3.26,1.63,2.1,1.63,4.2,5.13,5.59,3.96,0.93,3.96,11.42,24.71,10.26,6.53,10.96,3.73,81793,60667,14.92,27.04,23.08,3.5,3.5,25.41,14.22,85.78,9.57,96,23,9,22,61,110,133,162,55,552,575,4
"Block Group 1, Census Tract 79, Multnomah County, Oregon",410510079001,7900,1257,4994.554,0.25167413903076,59.51,20.92,0.4,4.22,0,12.57,2.39,7.78,35.29,33.13,17.7,2.03,4.07,0,4.7,7.47,13.89,9.9,7.12,5.38,2.78,3.82,12.15,2.6,17.71,6.08,5.73,3.3,0,2.08,0,39773,24167,16.84,7.99,17.19,2.08,2.26,7.47,78.3,21.7,20.44,100,0,14,72,56,105,141,149,138,675,675,0
"Block Group 2, Census Tract 79, Multnomah County, Oregon",410510079002,7900,3074,5835.739,0.526754178011636,70.36,4.62,1.04,14.77,0,1.46,7.74,19.31,16.3,30.38,23.32,7.19,2.96,0.52,8.35,11.07,0,3.91,1.42,6.08,5.41,6.16,7.66,3.58,8.99,11.74,9.16,12.49,5.5,6.83,0,56014,48448,12.49,20.98,21.48,3.25,0.75,9.58,39.3,60.7,7.96,92.22,129,71,27,225,191,392,491,132,1529,1658,7.78
"Block Group 1, Census Tract 80.01, Multnomah County, Oregon",410510080011,8001,1660,4439.568,0.373910226611089,76.99,0.66,0.12,11.87,0,6.33,4.04,8.17,28.35,36,15.39,10.26,0.52,1.3,1.98,10.22,1.08,5.88,4.18,3.41,6.04,1.24,8.36,2.94,10.68,7.59,24.92,5.73,5.57,1.39,0.77,58088,32321,12.54,17.96,29.72,3.87,1.39,17.96,34.21,65.79,7.36,91.21,74,0,17,124,194,150,221,62,768,842,8.79
"Block Group 2, Census Tract 80.01, Multnomah County, Oregon",410510080012,8001,1568,8669.768,0.180858366911352,84.82,2.36,2.04,8.29,0,0,2.49,15.53,19.3,41.87,18.25,5.04,0,0,4.76,9.76,12.16,4.1,12.59,2.83,4.1,3.25,8.06,4.1,10.75,6.22,17.11,3.54,0.99,0.42,0,40817,25e3,38.76,26.03,42.72,5.09,5.23,14,60.96,39.04,5.29,96.48,24,0,15,33,177,192,204,36,657,681,3.52
"Block Group 1, Census Tract 80.02, Multnomah County, Oregon",410510080021,8002,1816,6386.982,0.28432834437843,59.53,9.47,2.48,14.76,9.25,1.05,3.47,13.95,29.51,30.7,19.13,6.72,0,0,4.62,0,7.77,3.71,1.24,1.41,3,5.12,12.9,0,9.36,23.32,21.73,4.77,2.65,3,0,64397,NA,11.66,12.9,35.87,5.3,7.77,8.13,22.79,77.21,10.66,88.7,105,4,52,102,122,235,210,99,824,929,11.3
"Block Group 2, Census Tract 80.02, Multnomah County, Oregon",410510080022,8002,1378,6021.348,0.228852411671405,74.89,0.8,0.44,11.54,2.03,1.89,8.42,18.84,27.44,30.92,14.4,7.63,0.77,0,7.5,7.13,10.61,7.63,4.64,11.61,9.78,2.65,5.47,10.45,3.48,2.32,9.62,9.29,1.16,4.15,0,33882,28563,29.02,19.57,33.17,8.46,3.98,18.08,44.44,55.56,10.15,99.18,5,18,25,38,124,121,218,62,606,611,0.82
